question,query
What was the university of the rugby player who coached the Stanford rugby teams during 1906-1917? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> PRON AUX DET NOUN ADP DET PROPN NOUN PRON VERB DET PROPN NOUN NOUN ADP NUM SYM NUM PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> attr ROOT det nsubj prep det compound pobj nsubj relcl det compound compound dobj prep pobj punct prep punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 2 1 3 2 3 5 5 4 4 3 5 5 5 4 4 5 7 6 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_1906 <pad> <pad> <pad> <pad>,SELECT DISTINCT var_uri WHERE bra_open dbr_1906–17_Stanford_rugby_teams dbp_headcoach var_x sep_dot var_x dbo_university var_uri sep_dot bra_close 
"How many people live in Wilton, Connecticut? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> SCONJ ADJ NOUN VERB ADP PROPN PUNCT PROPN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> advmod amod nsubj ROOT prep pobj punct appos punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 4 3 2 1 2 3 4 4 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_Wilton <pad> <pad> <pad> <pad>","SELECT DISTINCT COUNT( var_uri) WHERE bra_open var_uri dbp_residence dbr_Wilton,_Connecticut sep_dot bra_close "
What awards did the film director of The Haunted House win ? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> DET NOUN VERB DET NOUN NOUN ADP DET PROPN PROPN NOUN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> det attr ROOT det compound nsubj prep det compound compound pobj punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 3 2 1 3 3 2 3 5 6 5 4 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_The_Haunted_House_ <pad> <pad> <pad> <pad>,SELECT DISTINCT var_uri WHERE bra_open dbr_The_Haunted_House_(1929_film) dbo_director var_x sep_dot var_x dbo_award var_uri sep_dot bra_close 
Name the origin of Henry Cluney ? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> VERB DET NOUN ADP PROPN PROPN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> ROOT det dobj prep compound pobj punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 1 3 2 3 5 4 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_Henry_Cluney <pad> <pad> <pad> <pad>, SELECT DISTINCT var_uri WHERE bra_open dbr_Henry_Cluney dbp_origin var_uri bra_close 
List the things for which people of New Orleans are famous for? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> VERB DET NOUN ADP PRON NOUN ADP PROPN PROPN AUX ADJ ADP PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> ROOT det dobj prep pobj nsubj prep compound pobj relcl acomp prep punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 1 3 2 4 5 4 5 7 6 3 4 5 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_New_Orleans <pad> <pad> <pad> <pad>,SELECT DISTINCT var_uri WHERE bra_open var_x dbp_placeOfBirth dbr_New_Orleans sep_dot var_x dbp_knownFor var_uri sep_dot var_x rdf_type dbo_Person bra_close 
What sports are played in schools in the capital region? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> PRON NOUN AUX VERB ADP NOUN ADP DET NOUN NOUN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dobj nsubjpass auxpass ROOT prep pobj prep det compound pobj punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 2 2 2 1 2 3 4 6 6 5 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_Capital_region <pad> <pad> <pad> <pad>,SELECT DISTINCT var_uri WHERE bra_open var_x dbp_region dbr_Capital_region sep_dot var_x dbo_sport var_uri sep_dot var_x rdf_type dbo_School bra_close 
"What company brought Riddim Ribbon to the market, and developed the batch monitor? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> DET NOUN VERB PROPN PROPN ADP DET NOUN PUNCT CCONJ VERB DET NOUN NOUN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> det nsubj ROOT compound dobj prep det pobj punct cc conj det compound dobj punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 3 2 1 3 2 2 4 3 2 2 2 4 4 3 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_Batch_Monitor dbr_Riddim_Ribbon_feat <pad> <pad> <pad>", SELECT DISTINCT var_uri WHERE bra_open dbr_Batch_Monitor dbp_developer var_uri sep_dot dbr_Riddim_Ribbon_feat sep_dot _The_Black_Eyed_Peas dbp_distributor var_uri bra_close 
In which part of the world can i find Xynisteri and Mavro? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> ADP DET NOUN ADP DET NOUN AUX PRON VERB PROPN CCONJ PROPN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> prep det pobj prep det pobj aux nsubj ROOT dobj cc conj punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 2 4 3 4 6 5 2 2 1 2 3 3 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_Xynisteri dbr_Mavro <pad> <pad> <pad>,SELECT DISTINCT var_uri WHERE bra_open dbr_Xynisteri dbo_origin var_uri sep_dot dbr_Mavro dbo_origin var_uri sep_dot bra_close 
which awards have been given to people who fought in the Battle of France? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> DET NOUN AUX AUX VERB ADP NOUN PRON VERB ADP DET PROPN ADP PROPN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> det nsubjpass aux auxpass ROOT dative pobj nsubj relcl prep det pobj prep pobj punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 3 2 2 2 1 2 3 5 4 5 7 6 7 8 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_Battle_of_France <pad> <pad> <pad> <pad>,SELECT DISTINCT var_uri WHERE bra_open var_x dbo_battle dbr_Battle_of_France sep_dot var_x dbo_award var_uri sep_dot var_x rdf_type dbo_Person bra_close 
Name the resting place of Charles Edward Magoon ? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> VERB DET VERB NOUN ADP PROPN PROPN PROPN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> ROOT det amod dobj prep compound compound pobj punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 1 3 3 2 3 5 5 4 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_Charles_Edward_Magoon <pad> <pad> <pad> <pad>, SELECT DISTINCT var_uri WHERE bra_open dbr_Charles_Edward_Magoon dbp_restingplace var_uri bra_close 
Who built the stadium which was rented for the 2013 Copa Centroamericana ? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> PRON VERB DET NOUN PRON AUX VERB ADP DET NUM PROPN PROPN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> nsubj ROOT det dobj nsubjpass auxpass relcl prep det nummod compound pobj punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 2 1 3 2 4 4 3 4 6 6 6 5 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_2013_Copa_Centroamericana <pad> <pad> <pad> <pad>,SELECT DISTINCT var_uri WHERE bra_open var_x dbo_tenant dbr_2013_Copa_Centroamericana sep_dot var_x dbo_builder var_uri sep_dot var_x rdf_type dbo_Stadium bra_close 
Who was the silver medalist of Gymnastics at the 2008 Summer Olympics Women's artistic individual all-around ? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> PRON AUX DET ADJ NOUN ADP PROPN ADP DET NUM PROPN PROPN SPACE PROPN PART ADJ NOUN ADV PUNCT ADV PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> attr ROOT det amod nsubj prep pobj prep det nummod compound compound dep poss case amod pobj advmod punct advmod punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 2 1 3 3 2 3 4 3 6 7 7 6 7 5 6 5 4 6 6 5 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_Gymnastics_at_the_2008_Summer_Olympics_ <pad> <pad> <pad> <pad>, SELECT DISTINCT var_uri WHERE bra_open dbr_Gymnastics_at_the_2008_Summer_Olympics_–_Women's_artistic_individual_all-around dbo_silverMedalist var_uri bra_close 
what are some common surnames of female people? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> PRON AUX DET ADJ NOUN ADP ADJ NOUN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> attr ROOT det amod nsubj prep amod pobj punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 2 1 3 3 2 3 5 4 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_Female <pad> <pad> <pad> <pad>, SELECT DISTINCT var_uri WHERE bra_open var_uri dbp_gender dbr_Female bra_close 
Which company owns the manufacturer of the Edsel Ranger? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> DET NOUN VERB DET NOUN ADP DET PROPN PROPN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> det nsubj ROOT det dobj prep det compound pobj punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 3 2 1 3 2 3 5 5 4 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_Edsel_Ranger <pad> <pad> <pad> <pad>,SELECT DISTINCT var_uri WHERE bra_open var_x dbp_products dbr_Edsel_Ranger sep_dot var_x dbp_parent var_uri sep_dot bra_close 
List the total number of board members who share board with Creative commons ? <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> VERB DET ADJ NOUN ADP NOUN NOUN PRON VERB NOUN ADP ADJ NOUN PUNCT <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> ROOT det amod dobj prep compound pobj nsubj relcl dobj prep amod pobj punct <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> 1 3 3 2 3 5 4 6 5 6 6 8 7 2 <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dbr_Creative_Commons <pad> <pad> <pad> <pad>, SELECT DISTINCT COUNT( var_uri) WHERE bra_open var_x dbo_board dbr_Creative_Commons sep_dot var_x dbo_board var_uri bra_close 
