question,query
Какие люди родились в Ираклионе?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Person ; onto_birthPlace dbr_Heraklion bra_close 
Хто народився в Іракліоні,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Person ; onto_birthPlace dbr_Heraklion bra_close 
Kas gimė Heraklione,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Person ; onto_birthPlace dbr_Heraklion bra_close 
In which U.S. state is Area 51 located?,SELECT DISTINCT var_uri WHERE bra_open res_Area_51 dbo_location var_uri sep_dot var_uri dbo_country res_United_States sep_dot bra_close 
In welchem US Bundesstaat liegt Area 51?,SELECT DISTINCT var_uri WHERE bra_open res_Area_51 dbo_location var_uri sep_dot var_uri dbo_country res_United_States sep_dot bra_close 
Dans quel Etat des Etats-Unis se situe l'Area 51 ?,SELECT DISTINCT var_uri WHERE bra_open res_Area_51 dbo_location var_uri sep_dot var_uri dbo_country res_United_States sep_dot bra_close 
В каком штате США находится Зона 51?,SELECT DISTINCT var_uri WHERE bra_open res_Area_51 dbo_location var_uri sep_dot var_uri dbo_country res_United_States sep_dot bra_close 
"У якому штаті США знаходиться військова база """"Зона 51""""",SELECT DISTINCT var_uri WHERE bra_open res_Area_51 dbo_location var_uri sep_dot var_uri dbo_country res_United_States sep_dot bra_close 
"Kurioje JAV valstijoje yra karinė bazė ""51 zona""",SELECT DISTINCT var_uri WHERE bra_open res_Area_51 dbo_location var_uri sep_dot var_uri dbo_country res_United_States sep_dot bra_close 
"У якім штаце ЗША знаходзіцца ваенная база ""Зона 51""",SELECT DISTINCT var_uri WHERE bra_open res_Area_51 dbo_location var_uri sep_dot var_uri dbo_country res_United_States sep_dot bra_close 
Who is the mayor of New York City?,SELECT DISTINCT var_uri WHERE bra_open res_New_York_City dbo_leaderName var_uri bra_close 
Wer ist der Bürgermeister von New York City?,SELECT DISTINCT var_uri WHERE bra_open res_New_York_City dbo_leaderName var_uri bra_close 
Qui est le maire de la cité de New York ?,SELECT DISTINCT var_uri WHERE bra_open res_New_York_City dbo_leaderName var_uri bra_close 
Кто мер Нью Йорка?,SELECT DISTINCT var_uri WHERE bra_open res_New_York_City dbo_leaderName var_uri bra_close 
Хто є мером Нью-Йорка,SELECT DISTINCT var_uri WHERE bra_open res_New_York_City dbo_leaderName var_uri bra_close 
Kas yra Niujorko meras?,SELECT DISTINCT var_uri WHERE bra_open res_New_York_City dbo_leaderName var_uri bra_close 
Хто з'яўляецца мэрам Нью-Ёрка,SELECT DISTINCT var_uri WHERE bra_open res_New_York_City dbo_leaderName var_uri bra_close 
Нью-Йорктың меры кем?,SELECT DISTINCT var_uri WHERE bra_open res_New_York_City dbo_leaderName var_uri bra_close 
Which countries have places with more than two caves?,SELECT DISTINCT var_uri WHERE bra_open var_cave rdf_type dbo_Cave ; dbo_location var_uri sep_dot var_uri rdf_type dbo_Country bra_close GROUP BY var_uri HAVING ( COUNT( var_cave) > 2 )
In welche Ländern gibt es mehr als 2 Höhlen?,SELECT DISTINCT var_uri WHERE bra_open var_cave rdf_type dbo_Cave ; dbo_location var_uri sep_dot var_uri rdf_type dbo_Country bra_close GROUP BY var_uri HAVING ( COUNT( var_cave) > 2 )
"В каких странах есть места с количеством пещер больше, чем две?",SELECT DISTINCT var_uri WHERE bra_open var_cave rdf_type dbo_Cave ; dbo_location var_uri sep_dot var_uri rdf_type dbo_Country bra_close GROUP BY var_uri HAVING ( COUNT( var_cave) > 2 )
У яких країнах є місця з більш ніж двома печерами,SELECT DISTINCT var_uri WHERE bra_open var_cave rdf_type dbo_Cave ; dbo_location var_uri sep_dot var_uri rdf_type dbo_Country bra_close GROUP BY var_uri HAVING ( COUNT( var_cave) > 2 )
"Kuriose šalyse yra vietų, kuriose yra daugiau nei du urvai",SELECT DISTINCT var_uri WHERE bra_open var_cave rdf_type dbo_Cave ; dbo_location var_uri sep_dot var_uri rdf_type dbo_Country bra_close GROUP BY var_uri HAVING ( COUNT( var_cave) > 2 )
У якіх краінах ёсць месцы з больш чым двума пячорамі,SELECT DISTINCT var_uri WHERE bra_open var_cave rdf_type dbo_Cave ; dbo_location var_uri sep_dot var_uri rdf_type dbo_Country bra_close GROUP BY var_uri HAVING ( COUNT( var_cave) > 2 )
Ҡайһы илдәрҙә ике мәмерйәнән дә күберәк урындар бар?,SELECT DISTINCT var_uri WHERE bra_open var_cave rdf_type dbo_Cave ; dbo_location var_uri sep_dot var_uri rdf_type dbo_Country bra_close GROUP BY var_uri HAVING ( COUNT( var_cave) > 2 )
Where did Abraham Lincoln die?,SELECT DISTINCT var_uri WHERE bra_open res_Abraham_Lincoln dbo_deathPlace var_uri sep_dot bra_close 
Wo ist Abraham Lincoln gestorben?,SELECT DISTINCT var_uri WHERE bra_open res_Abraham_Lincoln dbo_deathPlace var_uri sep_dot bra_close 
Où est décédé Abraham Lincoln ?,SELECT DISTINCT var_uri WHERE bra_open res_Abraham_Lincoln dbo_deathPlace var_uri sep_dot bra_close 
Когда умер Абрахам Линкольн?,SELECT DISTINCT var_uri WHERE bra_open res_Abraham_Lincoln dbo_deathPlace var_uri sep_dot bra_close 
Де помер Авраам Лінкольн,SELECT DISTINCT var_uri WHERE bra_open res_Abraham_Lincoln dbo_deathPlace var_uri sep_dot bra_close 
Kur mire Abraomas Linkolnas,SELECT DISTINCT var_uri WHERE bra_open res_Abraham_Lincoln dbo_deathPlace var_uri sep_dot bra_close 
Дзе памёр Абрагам Лінкальн? ,SELECT DISTINCT var_uri WHERE bra_open res_Abraham_Lincoln dbo_deathPlace var_uri sep_dot bra_close 
Авраам Линкольн ҡайҙа үлгән?,SELECT DISTINCT var_uri WHERE bra_open res_Abraham_Lincoln dbo_deathPlace var_uri sep_dot bra_close 
Which airports does Air China serve?,SELECT DISTINCT var_uri WHERE bra_open res_Air_China dbo_targetAirport var_uri bra_close 
Welche Flughäfen bedient Air China?,SELECT DISTINCT var_uri WHERE bra_open res_Air_China dbo_targetAirport var_uri bra_close 
Quels aéroports sont desservis par Air China ?,SELECT DISTINCT var_uri WHERE bra_open res_Air_China dbo_targetAirport var_uri bra_close 
Какие аэропорты обслуживает Air China?,SELECT DISTINCT var_uri WHERE bra_open res_Air_China dbo_targetAirport var_uri bra_close 
Які аеропорти обслуговує авіакомпанія Air China,SELECT DISTINCT var_uri WHERE bra_open res_Air_China dbo_targetAirport var_uri bra_close 
"Oro uostai, kuriuos aptarnauja „Air China“.",SELECT DISTINCT var_uri WHERE bra_open res_Air_China dbo_targetAirport var_uri bra_close 
Якія аэрапорты абслугоўвае авіякампанія Air China,SELECT DISTINCT var_uri WHERE bra_open res_Air_China dbo_targetAirport var_uri bra_close 
Air China ҡайһы авиакомпанияларҙы ҡарай?,SELECT DISTINCT var_uri WHERE bra_open res_Air_China dbo_targetAirport var_uri bra_close 
Give me all actors starring in movies directed by and starring William Shatner.,SELECT DISTINCT var_uri WHERE bra_open var_x dbo_director res_William_Shatner ; dbo_starring res_William_Shatner bra_open var_x dbo_starring var_uri bra_close UNION bra_open var_x dbp_starring var_uri bra_close bra_close 
"Gib mir alle Schauspieler, die in Filmen gespielt haben, in dem William Shatner gespielt und gleichyeitig Regie geführt hat.",SELECT DISTINCT var_uri WHERE bra_open var_x dbo_director res_William_Shatner ; dbo_starring res_William_Shatner bra_open var_x dbo_starring var_uri bra_close UNION bra_open var_x dbp_starring var_uri bra_close bra_close 
Donnez-moi tous les acteurs qui figurent dans les films réalisés par William Shatner.,SELECT DISTINCT var_uri WHERE bra_open var_x dbo_director res_William_Shatner ; dbo_starring res_William_Shatner bra_open var_x dbo_starring var_uri bra_close UNION bra_open var_x dbp_starring var_uri bra_close bra_close 
"Назовите всех актеров, снимавшихся в главной роли вместе с Уильямом Шетнеромв фильмах срежиссированных им самим.",SELECT DISTINCT var_uri WHERE bra_open var_x dbo_director res_William_Shatner ; dbo_starring res_William_Shatner bra_open var_x dbo_starring var_uri bra_close UNION bra_open var_x dbp_starring var_uri bra_close bra_close 
"Які актори знімалися у фільмах, де режисером і актором був Вільям Шетнер",SELECT DISTINCT var_uri WHERE bra_open var_x dbo_director res_William_Shatner ; dbo_starring res_William_Shatner bra_open var_x dbo_starring var_uri bra_close UNION bra_open var_x dbp_starring var_uri bra_close bra_close 
"Kokie aktoriai vaidino filmuose, kuriuose režisierius ir aktorius buvo Williamas Shatneris",SELECT DISTINCT var_uri WHERE bra_open var_x dbo_director res_William_Shatner ; dbo_starring res_William_Shatner bra_open var_x dbo_starring var_uri bra_close UNION bra_open var_x dbp_starring var_uri bra_close bra_close 
"Якія акцёры здымаліся ў фільмах, дзе рэжысёрам і акцёрам быў Уільям Шэтнер",SELECT DISTINCT var_uri WHERE bra_open var_x dbo_director res_William_Shatner ; dbo_starring res_William_Shatner bra_open var_x dbo_starring var_uri bra_close UNION bra_open var_x dbp_starring var_uri bra_close bra_close 
What are the official languages of the Philippines?,SELECT DISTINCT var_uri WHERE bra_open res_Philippines dbo_officialLanguage var_uri bra_close 
Was ist die Amtssprache auf den Philippinen?,SELECT DISTINCT var_uri WHERE bra_open res_Philippines dbo_officialLanguage var_uri bra_close 
Quels sont les langues officielles des Philippines ?,SELECT DISTINCT var_uri WHERE bra_open res_Philippines dbo_officialLanguage var_uri bra_close 
Какие официальные языки на Филлипинах?,SELECT DISTINCT var_uri WHERE bra_open res_Philippines dbo_officialLanguage var_uri bra_close 
Які офіційні мови Філіппін,SELECT DISTINCT var_uri WHERE bra_open res_Philippines dbo_officialLanguage var_uri bra_close 
Kokios yra oficialios Filipinų kalbos?,SELECT DISTINCT var_uri WHERE bra_open res_Philippines dbo_officialLanguage var_uri bra_close 
Якія афіцыйныя мовы Філіпін,SELECT DISTINCT var_uri WHERE bra_open res_Philippines dbo_officialLanguage var_uri bra_close 
Give me all Danish films.,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_country res_Denmark bra_close 
Liste als dänischen Filme auf.,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_country res_Denmark bra_close 
Donnez-moi tous les films danois.,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_country res_Denmark bra_close 
Перечислите все датские фильмы,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_country res_Denmark bra_close 
Перерахуйте всі датські фільми,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_country res_Denmark bra_close 
Įvardykite visus danų filmus,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_country res_Denmark bra_close 
Пералічыце ўсе датскія фільмы,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_country res_Denmark bra_close 
Which movies starring Brad Pitt were directed by Guy Ritchie?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_starring res_Brad_Pitt ; dbo_director res_Guy_Ritchie bra_close 
"Liste Brad Pitt Filme auf, in denen Guy Ritchie Regie geführt hat.",SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_starring res_Brad_Pitt ; dbo_director res_Guy_Ritchie bra_close 
Quels films avec Brad Pitt sont réalisés par Guy Ritchie ?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_starring res_Brad_Pitt ; dbo_director res_Guy_Ritchie bra_close 
"В каких фильмах, срежисированных Гаем Ричии, снимался Брэд Питт?",SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_starring res_Brad_Pitt ; dbo_director res_Guy_Ritchie bra_close 
В яких фільмах знімався Бред Пітт і режисером був Гай Річі?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_starring res_Brad_Pitt ; dbo_director res_Guy_Ritchie bra_close 
Kokius filmus su Bradu Pittu režisavo Guy Ritchie?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_starring res_Brad_Pitt ; dbo_director res_Guy_Ritchie bra_close 
Якія фільмы з Брэдам Пітам у галоўнай ролі былі знятыя рэжысёрам Гаем Рычы?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_starring res_Brad_Pitt ; dbo_director res_Guy_Ritchie bra_close 
Гай ричи фильмдары төшөрөү менән режиссер төп ролдәрҙе брэд питт ниндәй була?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_starring res_Brad_Pitt ; dbo_director res_Guy_Ritchie bra_close 
Give me the grandchildren of Bruce Lee.,SELECT DISTINCT var_uri WHERE bra_open res_Bruce_Lee dbo_child var_child sep_dot var_child dbp_children var_uri bra_close 
Zeige die Enkelkinder von Bruce Lee?,SELECT DISTINCT var_uri WHERE bra_open res_Bruce_Lee dbo_child var_child sep_dot var_child dbp_children var_uri bra_close 
Donne-moi les petits-enfants de Bruce Lee.,SELECT DISTINCT var_uri WHERE bra_open res_Bruce_Lee dbo_child var_child sep_dot var_child dbp_children var_uri bra_close 
Перечислите внуков Брюса Ли,SELECT DISTINCT var_uri WHERE bra_open res_Bruce_Lee dbo_child var_child sep_dot var_child dbp_children var_uri bra_close 
Дайте мені онуків Брюса Лі,SELECT DISTINCT var_uri WHERE bra_open res_Bruce_Lee dbo_child var_child sep_dot var_child dbp_children var_uri bra_close 
Duok man Bruce'o Lee anūkus.,SELECT DISTINCT var_uri WHERE bra_open res_Bruce_Lee dbo_child var_child sep_dot var_child dbp_children var_uri bra_close 
Дайце мне ўнукаў Бруса Лі,SELECT DISTINCT var_uri WHERE bra_open res_Bruce_Lee dbo_child var_child sep_dot var_child dbp_children var_uri bra_close 
Which other weapons did the designer of the Uzi develop?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Weapon ; dbp_designer var_x sep_dot res_Uzi dbp_designer var_x FILTER ( var_uri != res_Uzi ) bra_close 
Welche anderen Waffen wurden vom Designer der Uzi entwickelt?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Weapon ; dbp_designer var_x sep_dot res_Uzi dbp_designer var_x FILTER ( var_uri != res_Uzi ) bra_close 
Quelles autres armes ont été développées par le créateur du Uzi ?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Weapon ; dbp_designer var_x sep_dot res_Uzi dbp_designer var_x FILTER ( var_uri != res_Uzi ) bra_close 
Какие иные оружия изобрел создатель Узи?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Weapon ; dbp_designer var_x sep_dot res_Uzi dbp_designer var_x FILTER ( var_uri != res_Uzi ) bra_close 
Яку іншу зброю створили розробники UZI?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Weapon ; dbp_designer var_x sep_dot res_Uzi dbp_designer var_x FILTER ( var_uri != res_Uzi ) bra_close 
Kokius kitus ginklus sukūrė Uzi konstruktorius?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Weapon ; dbp_designer var_x sep_dot res_Uzi dbp_designer var_x FILTER ( var_uri != res_Uzi ) bra_close 
"Якую яшчэ зброю стварыў канструктар ""Узі""?",SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Weapon ; dbp_designer var_x sep_dot res_Uzi dbp_designer var_x FILTER ( var_uri != res_Uzi ) bra_close 
Who is the owner of Universal Studios?,SELECT DISTINCT var_uri WHERE bra_open res_Universal_Studios dbo_owner var_uri bra_close 
Wem gehören die Universal Studios?,SELECT DISTINCT var_uri WHERE bra_open res_Universal_Studios dbo_owner var_uri bra_close 
Qui est le propriétaire de Universal Studios?,SELECT DISTINCT var_uri WHERE bra_open res_Universal_Studios dbo_owner var_uri bra_close 
Кто является владельцем Universal Studios?,SELECT DISTINCT var_uri WHERE bra_open res_Universal_Studios dbo_owner var_uri bra_close 
Хто власник студії Universal Studios?,SELECT DISTINCT var_uri WHERE bra_open res_Universal_Studios dbo_owner var_uri bra_close 
Kas yra „Universal Studios“ savininkas?,SELECT DISTINCT var_uri WHERE bra_open res_Universal_Studios dbo_owner var_uri bra_close 
Хто ўладальнік Universal Studios?,SELECT DISTINCT var_uri WHERE bra_open res_Universal_Studios dbo_owner var_uri bra_close 
Universal Studios хужаһы кем?,SELECT DISTINCT var_uri WHERE bra_open res_Universal_Studios dbo_owner var_uri bra_close 
Which state of the USA has the highest population density?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank bra_close ORDER BY ASC( var_rank) LIMIT 1
Welcher Staat in den USA hat die höchste Bevölkerungsdichte?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank bra_close ORDER BY ASC( var_rank) LIMIT 1
Quel état des états unis a la densité de population la plus élevée?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank bra_close ORDER BY ASC( var_rank) LIMIT 1
Какой из штатов имеет самую высокую плотность населения в США?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank bra_close ORDER BY ASC( var_rank) LIMIT 1
Який штат США має найвищу щільність населення?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank bra_close ORDER BY ASC( var_rank) LIMIT 1
Kurioje JAV valstijoje gyventojų tankumas didžiausias?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank bra_close ORDER BY ASC( var_rank) LIMIT 1
Які штат ЗША мае самую высокую шчыльнасць насельніцтва?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank bra_close ORDER BY ASC( var_rank) LIMIT 1
Ин куп туплпюанган халыклы США да ниндэй штат,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank bra_close ORDER BY ASC( var_rank) LIMIT 1
Which monarchs were married to a German?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Monarch ; dbo_spouse var_spouse bra_open var_spouse dbo_birthPlace res_Germany bra_close UNION bra_open var_spouse dbo_birthPlace var_p sep_dot var_p dbo_country res_Germany bra_close bra_close 
Welche Monarchen waren mit Deutschen verheiratet?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Monarch ; dbo_spouse var_spouse bra_open var_spouse dbo_birthPlace res_Germany bra_close UNION bra_open var_spouse dbo_birthPlace var_p sep_dot var_p dbo_country res_Germany bra_close bra_close 
Quels monarques ont été mariés à des Allemands ?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Monarch ; dbo_spouse var_spouse bra_open var_spouse dbo_birthPlace res_Germany bra_close UNION bra_open var_spouse dbo_birthPlace var_p sep_dot var_p dbo_country res_Germany bra_close bra_close 
Кто из монархов был женат на немке?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Monarch ; dbo_spouse var_spouse bra_open var_spouse dbo_birthPlace res_Germany bra_close UNION bra_open var_spouse dbo_birthPlace var_p sep_dot var_p dbo_country res_Germany bra_close bra_close 
Які монархи були одружені на німкинях?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Monarch ; dbo_spouse var_spouse bra_open var_spouse dbo_birthPlace res_Germany bra_close UNION bra_open var_spouse dbo_birthPlace var_p sep_dot var_p dbo_country res_Germany bra_close bra_close 
Kurie monarchai buvo vedę vokietes?,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Monarch ; dbo_spouse var_spouse bra_open var_spouse dbo_birthPlace res_Germany bra_close UNION bra_open var_spouse dbo_birthPlace var_p sep_dot var_p dbo_country res_Germany bra_close bra_close 
Which organizations were founded in 1950?,"SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Organisation bra_open var_uri dbo_formationYear var_date bra_close UNION bra_open var_uri dbo_foundingYear var_date bra_close UNION bra_open var_uri dbp_foundation var_date bra_close UNION bra_open var_uri dbp_formation var_date bra_close FILTER regex( var_date, ""^1950"") bra_close "
Welche Organisationen wurden 1950 gegründet?,"SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Organisation bra_open var_uri dbo_formationYear var_date bra_close UNION bra_open var_uri dbo_foundingYear var_date bra_close UNION bra_open var_uri dbp_foundation var_date bra_close UNION bra_open var_uri dbp_formation var_date bra_close FILTER regex( var_date, ""^1950"") bra_close "
Quelles organisations ont été fondées en 1950 ?,"SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Organisation bra_open var_uri dbo_formationYear var_date bra_close UNION bra_open var_uri dbo_foundingYear var_date bra_close UNION bra_open var_uri dbp_foundation var_date bra_close UNION bra_open var_uri dbp_formation var_date bra_close FILTER regex( var_date, ""^1950"") bra_close "
Какие организации были основаны в 1950 году?,"SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Organisation bra_open var_uri dbo_formationYear var_date bra_close UNION bra_open var_uri dbo_foundingYear var_date bra_close UNION bra_open var_uri dbp_foundation var_date bra_close UNION bra_open var_uri dbp_formation var_date bra_close FILTER regex( var_date, ""^1950"") bra_close "
Які організації були засновані в 1950 році?,"SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Organisation bra_open var_uri dbo_formationYear var_date bra_close UNION bra_open var_uri dbo_foundingYear var_date bra_close UNION bra_open var_uri dbp_foundation var_date bra_close UNION bra_open var_uri dbp_formation var_date bra_close FILTER regex( var_date, ""^1950"") bra_close "
Kokios organizacijos buvo įkurtos 1930 m.,"SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Organisation bra_open var_uri dbo_formationYear var_date bra_close UNION bra_open var_uri dbo_foundingYear var_date bra_close UNION bra_open var_uri dbp_foundation var_date bra_close UNION bra_open var_uri dbp_formation var_date bra_close FILTER regex( var_date, ""^1950"") bra_close "
Якія арганізацыі былі заснаваныя ў 1930 годзе?,"SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Organisation bra_open var_uri dbo_formationYear var_date bra_close UNION bra_open var_uri dbo_foundingYear var_date bra_close UNION bra_open var_uri dbp_foundation var_date bra_close UNION bra_open var_uri dbp_formation var_date bra_close FILTER regex( var_date, ""^1950"") bra_close "
Who created the comic Captain America?,SELECT DISTINCT var_uri WHERE bra_open res_Captain_America dbo_creator var_uri bra_close 
Wer ist der Schöpfer von Captain America?,SELECT DISTINCT var_uri WHERE bra_open res_Captain_America dbo_creator var_uri bra_close 
Qui a créé le comic Captain America?,SELECT DISTINCT var_uri WHERE bra_open res_Captain_America dbo_creator var_uri bra_close 
Кто является автором комикса Капитан Америка?,SELECT DISTINCT var_uri WHERE bra_open res_Captain_America dbo_creator var_uri bra_close 
Хто створив комікс Капітан Америка?,SELECT DISTINCT var_uri WHERE bra_open res_Captain_America dbo_creator var_uri bra_close 
Kas sukūrė Kapitono Amerikos komiksą?,SELECT DISTINCT var_uri WHERE bra_open res_Captain_America dbo_creator var_uri bra_close 
"Хто стварыў комікс ""Капітан Амерыка""?",SELECT DISTINCT var_uri WHERE bra_open res_Captain_America dbo_creator var_uri bra_close 
Give me the Apollo 14 astronauts.,SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_mission res_Apollo_14 bra_close 
Wer war an Bord der Apollo 14?,SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_mission res_Apollo_14 bra_close 
Donne-moi tous les astronautes d'Apollo 14.,SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_mission res_Apollo_14 bra_close 
Перечислите экипаж Аполло 14,SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_mission res_Apollo_14 bra_close 
Члени екіпажу Аполлон 14,SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_mission res_Apollo_14 bra_close 
Pasakyk man Apollo 14 astronautų vardus.,SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_mission res_Apollo_14 bra_close 
"Скажыце імёны астранаўтаў ""Апалона-14"".",SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_mission res_Apollo_14 bra_close 
Who wrote the book The pillars of the Earth?,SELECT DISTINCT var_uri WHERE bra_open res_The_Pillars_of_the_Earth dbo_author var_uri bra_close 
Wer schrieb die Säulen der Welt?,SELECT DISTINCT var_uri WHERE bra_open res_The_Pillars_of_the_Earth dbo_author var_uri bra_close 
Qui a écrit le livre Les piliers de la Terre ?,SELECT DISTINCT var_uri WHERE bra_open res_The_Pillars_of_the_Earth dbo_author var_uri bra_close 
"Кто автор книги ""Столпы Земли""?",SELECT DISTINCT var_uri WHERE bra_open res_The_Pillars_of_the_Earth dbo_author var_uri bra_close 
Хто написав книгу Стовпи Землі?,SELECT DISTINCT var_uri WHERE bra_open res_The_Pillars_of_the_Earth dbo_author var_uri bra_close 
Kas parašė knygą „Žemės stulpai“?,SELECT DISTINCT var_uri WHERE bra_open res_The_Pillars_of_the_Earth dbo_author var_uri bra_close 
Хто напісаў кнігу Слупы Зямлі?,SELECT DISTINCT var_uri WHERE bra_open res_The_Pillars_of_the_Earth dbo_author var_uri bra_close 
"Кем яҙған китап ""ер таянысы""?",SELECT DISTINCT var_uri WHERE bra_open res_The_Pillars_of_the_Earth dbo_author var_uri bra_close 
Which state of the United States of America has the highest density?,SELECT var_uri WHERE bra_open var_uri dbp_densityrank var_density bra_close ORDER BY ASC( var_density) LIMIT 1
