question,query
誰がニューヨーク市長ですか？ <pad> PRON ADP PROPN NOUN NOUN AUX PART VERB <pad> nsubj case compound compound advcl cop mark ROOT <pad> 3 4 3 3 2 3 3 1 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q60 wdt_P6 var_uri sep_dot bra_close 
Хто є мером Нью-Йорка <pad> PRON AUX NOUN PROPN PUNCT PROPN <pad> nsubj cop ROOT nmod punct nmod <pad> 2 2 1 2 3 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q60 wdt_P6 var_uri sep_dot bra_close 
Хто з'яўляецца мэрам Нью-Ёрка <pad> PROPN PROPN NOUN PROPN PROPN PROPN <pad> ROOT appos ROOT nmod nmod nmod <pad> 1 2 -1 -1 -1 -1 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q60 wdt_P6 var_uri sep_dot bra_close 
Нью-Йорктың меры кем? <pad> ADJ PROPN PROPN NOUN PRON PUNCT <pad> amod amod amod nsubj ROOT punct <pad> 3 3 3 2 1 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q60 wdt_P6 var_uri sep_dot bra_close 
¿Quién es el alcalde de la cuidad de Nueva York? <pad> PUNCT PRON AUX DET NOUN ADP DET NOUN ADP PROPN PROPN PUNCT <pad> punct nsubj cop det ROOT case det nmod case nmod flat punct <pad> 2 2 2 2 1 3 3 2 4 3 4 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q60 wdt_P6 var_uri sep_dot bra_close 
Where did Abraham Lincoln die? <pad> SCONJ AUX PROPN PROPN VERB PUNCT <pad> advmod aux compound nsubj ROOT punct <pad> 2 2 3 2 1 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q91 wdt_P20 var_uri bra_close 
Wo ist Abraham Lincoln gestorben? <pad> ADV AUX PROPN PROPN VERB PUNCT <pad> mo ROOT pnc sb oc punct <pad> 3 1 3 2 2 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q91 wdt_P20 var_uri bra_close 
Когда умер Абрахам Линкольн? <pad> SCONJ VERB PROPN PROPN PUNCT <pad> mark ROOT nsubj flat:name punct <pad> 2 1 2 3 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q91 wdt_P20 var_uri bra_close 
Où est décédé Abraham Lincoln ? <pad> ADV AUX VERB PROPN PROPN PUNCT <pad> iobj aux:pass ROOT obj flat:name punct <pad> 2 2 1 2 3 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q91 wdt_P20 var_uri bra_close 
Kur mire Abraomas Linkolnas <pad> ADV NOUN NOUN PROPN <pad> advmod obl case ROOT <pad> 4 3 2 1 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q91 wdt_P20 var_uri bra_close 
亚伯拉罕·林肯是在哪去世的？ <pad> PROPN VERB ADP PRON VERB PART PUNCT <pad> nsubj cop case nmod:prep dep discourse ROOT <pad> 3 3 4 3 2 3 1 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q91 wdt_P20 var_uri bra_close 
アブラハム・リンカーンはどこで亡くなりましたか？ <pad> PROPN SYM NOUN ADP PRON ADP VERB AUX AUX PART VERB <pad> compound compound nsubj case obl case mark aux aux mark ROOT <pad> 3 3 2 3 4 5 3 4 4 4 1 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q91 wdt_P20 var_uri bra_close 
Де помер Авраам Лінкольн <pad> ADV VERB PROPN PROPN <pad> advmod ROOT nsubj flat:name <pad> 2 1 2 3 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q91 wdt_P20 var_uri bra_close 
Дзе памёр Абрагам Лінкальн?  <pad> CCONJ NOUN PROPN PROPN PUNCT <pad> ROOT obj appos flat:name punct <pad> 1 2 2 3 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q91 wdt_P20 var_uri bra_close 
Авраам Линкольн ҡайҙа үлгән? <pad> PROPN PROPN PROPN NOUN PUNCT <pad> nsubj appos ROOT obj punct <pad> 2 3 1 2 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q91 wdt_P20 var_uri bra_close 
¿Dónde murió Abraham Lincoln? <pad> PUNCT PRON VERB PROPN PROPN PUNCT <pad> punct obl ROOT nsubj flat punct <pad> 2 2 1 2 3 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q91 wdt_P20 var_uri bra_close 
Which airports does Air China serve? <pad> DET NOUN AUX PROPN PROPN VERB PUNCT <pad> det dobj aux compound nsubj ROOT punct <pad> 3 2 2 3 2 1 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q51747 wdt_P113 var_uri sep_dot bra_close 
Welche Flughäfen bedient Air China? <pad> DET NOUN VERB PROPN PROPN PUNCT <pad> nk sb ROOT pnc oa punct <pad> 3 2 1 3 2 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q51747 wdt_P113 var_uri sep_dot bra_close 
Какие аэропорты обслуживает Air China? <pad> DET NOUN VERB X X PUNCT <pad> det obj ROOT nsubj flat:foreign punct <pad> 3 2 1 2 3 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q51747 wdt_P113 var_uri sep_dot bra_close 
Quels aéroports sont desservis par Air China ? <pad> ADJ NOUN AUX VERB ADP PROPN PROPN PUNCT <pad> det nsubj:pass aux:pass ROOT case obl:arg flat:name punct <pad> 3 2 2 1 3 2 3 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q51747 wdt_P113 var_uri sep_dot bra_close 
"Oro uostai, kuriuos aptarnauja „Air China“. <pad> PART NOUN PUNCT DET VERB PUNCT PROPN PROPN PUNCT PUNCT <pad> advmod:emph ROOT punct obj acl:relcl punct nmod conj punct punct <pad> 2 1 3 3 2 3 2 2 2 2 <pad>",SELECT DISTINCT var_uri WHERE bra_open wd_Q51747 wdt_P113 var_uri sep_dot bra_close 
国航开通哪些机场？ <pad> NOUN VERB DET NOUN PUNCT <pad> nsubj ROOT det dobj punct <pad> 2 1 3 2 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q51747 wdt_P113 var_uri sep_dot bra_close 
中国国際航空はどの空港に就航していますか <pad> PROPN NOUN NOUN ADP DET NOUN ADP VERB AUX SCONJ VERB AUX PART <pad> compound compound nsubj case det obl case ROOT aux mark fixed aux mark <pad> 3 3 2 3 3 2 3 1 2 2 3 2 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q51747 wdt_P113 var_uri sep_dot bra_close 
Які аеропорти обслуговує авіакомпанія Air China <pad> DET NOUN VERB NOUN X X <pad> det obj ROOT nsubj flat:title flat:foreign <pad> 3 2 1 2 3 4 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q51747 wdt_P113 var_uri sep_dot bra_close 
Якія аэрапорты абслугоўвае авіякампанія Air China <pad> PROPN NOUN PROPN NOUN X X <pad> ROOT nmod appos flat:name appos flat:foreign <pad> 1 2 3 4 4 5 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q51747 wdt_P113 var_uri sep_dot bra_close 
Air China ҡайһы авиакомпанияларҙы ҡарай? <pad> X X X PROPN PROPN PUNCT <pad> nsubj flat:foreign flat:foreign ROOT flat:name punct <pad> 2 3 3 1 2 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q51747 wdt_P113 var_uri sep_dot bra_close 
¿En qué aeropuertos opera Air China? <pad> PUNCT ADP DET NOUN VERB PROPN PROPN PUNCT <pad> punct case obl obj ROOT nsubj flat punct <pad> 2 3 2 2 1 2 3 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q51747 wdt_P113 var_uri sep_dot bra_close 
Give me all actors starring in movies directed by and starring William Shatner. <pad> VERB PRON DET NOUN VERB ADP NOUN VERB ADP CCONJ VERB PROPN PROPN PUNCT <pad> ROOT dative det dobj acl prep pobj acl agent cc conj compound dobj punct <pad> 1 2 3 2 3 4 5 6 7 7 7 9 8 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open var_film wdt_P57 wd_Q16297 ; wdt_P161 wd_Q16297 sep_dot var_film wdt_P161 var_uri sep_dot bra_close 
"Gib mir alle Schauspieler, die in Filmen gespielt haben, in dem William Shatner gespielt und gleichyeitig Regie geführt hat. <pad> NOUN PRON DET NOUN PUNCT PRON ADP NOUN VERB AUX PUNCT ADP DET NOUN PROPN VERB CCONJ ADV NOUN VERB AUX PUNCT <pad> sb da nk sb punct sb mo nk oc rc punct mo nk nk nk oc cd mo oa cj ROOT punct <pad> 2 3 3 2 3 4 5 6 4 3 4 3 5 4 5 2 3 5 5 4 1 2 <pad>",SELECT DISTINCT var_uri WHERE bra_open var_film wdt_P57 wd_Q16297 ; wdt_P161 wd_Q16297 sep_dot var_film wdt_P161 var_uri sep_dot bra_close 
"Назовите всех актеров, снимавшихся в главной роли вместе с Уильямом Шетнеромв фильмах срежиссированных им самим. <pad> VERB DET NOUN PUNCT VERB ADP ADJ NOUN ADV ADP PROPN PROPN NOUN VERB PRON ADJ PUNCT <pad> ROOT det obj punct acl case amod obl advmod case obl flat:name obl nmod iobj amod punct <pad> 1 3 2 4 3 5 5 4 4 6 5 6 4 5 6 6 2 <pad>",SELECT DISTINCT var_uri WHERE bra_open var_film wdt_P57 wd_Q16297 ; wdt_P161 wd_Q16297 sep_dot var_film wdt_P161 var_uri sep_dot bra_close 
Donnez-moi tous les acteurs qui figurent dans les films réalisés par William Shatner. <pad> PROPN PRON ADJ DET NOUN PRON VERB ADP DET NOUN VERB ADP PROPN PROPN PUNCT <pad> ROOT dep amod det obj nsubj acl:relcl case det obl:mod acl case obl:agent flat:name punct <pad> 1 2 3 3 2 4 3 5 5 4 5 7 6 7 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open var_film wdt_P57 wd_Q16297 ; wdt_P161 wd_Q16297 sep_dot var_film wdt_P161 var_uri sep_dot bra_close 
"Kokie aktoriai vaidino filmuose, kuriuose režisierius ir aktorius buvo Williamas Shatneris <pad> DET NOUN VERB NOUN PUNCT DET NOUN CCONJ ADJ AUX VERB PROPN <pad> det obl:arg ROOT obl punct conj punct cc conj advmod:emph ROOT ROOT <pad> 3 2 1 2 3 2 3 5 4 4 -1 -1 <pad>",SELECT DISTINCT var_uri WHERE bra_open var_film wdt_P57 wd_Q16297 ; wdt_P161 wd_Q16297 sep_dot var_film wdt_P161 var_uri sep_dot bra_close 
给我所有主演威廉·夏特纳执导并主演的电影的演员。 <pad> VERB PRON DET NOUN PROPN VERB CCONJ VERB PART NOUN PART NOUN PUNCT <pad> ROOT dobj det appos nsubj acl cc conj mark nmod:assmod case dobj punct <pad> 1 2 6 5 4 3 4 4 4 3 4 2 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open var_film wdt_P57 wd_Q16297 ; wdt_P161 wd_Q16297 sep_dot var_film wdt_P161 var_uri sep_dot bra_close 
ウィリアム・シャトナー監督・主演の映画に出演するすべての俳優をください。 <pad> PROPN SYM PROPN NOUN SYM NOUN ADP NOUN ADP VERB AUX NOUN ADP NOUN ADP VERB PUNCT <pad> compound compound compound compound compound nmod case obl case acl aux nmod case obj case ROOT punct <pad> 6 6 6 6 6 5 6 4 5 3 4 3 4 2 3 1 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open var_film wdt_P57 wd_Q16297 ; wdt_P161 wd_Q16297 sep_dot var_film wdt_P161 var_uri sep_dot bra_close 
"Які актори знімалися у фільмах, де режисером і актором був Вільям Шетнер <pad> DET NOUN VERB ADP NOUN PUNCT ADV NOUN CCONJ NOUN AUX PROPN PROPN <pad> det nsubj ROOT case obl punct advmod acl:relcl cc conj cop nsubj flat:name <pad> 3 2 1 3 2 4 4 3 5 4 4 4 5 <pad>",SELECT DISTINCT var_uri WHERE bra_open var_film wdt_P57 wd_Q16297 ; wdt_P161 wd_Q16297 sep_dot var_film wdt_P161 var_uri sep_dot bra_close 
"Якія акцёры здымаліся ў фільмах, дзе рэжысёрам і акцёрам быў Уільям Шэтнер <pad> PROPN NOUN NOUN ADP NOUN PUNCT NOUN NOUN CCONJ NOUN PROPN PROPN PROPN <pad> ROOT appos nmod case nmod punct ROOT iobj nmod iobj nmod appos flat:name <pad> 1 2 3 5 4 -1 -1 -1 -1 -1 -1 -1 -1 <pad>",SELECT DISTINCT var_uri WHERE bra_open var_film wdt_P57 wd_Q16297 ; wdt_P161 wd_Q16297 sep_dot var_film wdt_P161 var_uri sep_dot bra_close 
¿Qué actores protagonizan películas dirigidas y protagonizadas por William Shatner? <pad> PUNCT DET NOUN VERB NOUN ADJ CCONJ ADJ ADP PROPN PROPN PUNCT <pad> punct det obj ROOT nsubj amod cc conj case obj flat punct <pad> 2 3 2 1 2 3 5 4 6 5 6 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open var_film wdt_P57 wd_Q16297 ; wdt_P161 wd_Q16297 sep_dot var_film wdt_P161 var_uri sep_dot bra_close 
What are the official languages of the Philippines? <pad> PRON AUX DET ADJ NOUN ADP DET PROPN PUNCT <pad> attr ROOT det amod nsubj prep det pobj punct <pad> 2 1 3 3 2 3 5 4 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q928 wdt_P37 var_uri sep_dot bra_close 
Was ist die Amtssprache auf den Philippinen? <pad> PRON AUX DET NOUN ADP DET PROPN PUNCT <pad> sb ROOT nk pd op nk nk punct <pad> 2 1 3 2 3 5 4 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q928 wdt_P37 var_uri sep_dot bra_close 
Какие официальные языки на Филлипинах? <pad> DET ADJ NOUN ADP PROPN PUNCT <pad> det amod ROOT case nmod punct <pad> 2 2 1 3 2 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q928 wdt_P37 var_uri sep_dot bra_close 
Quels sont les langues officielles des Philippines ? <pad> ADJ AUX DET NOUN ADJ ADP NOUN PUNCT <pad> ROOT dep det nsubj amod case nmod punct <pad> 1 2 3 2 3 4 3 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q928 wdt_P37 var_uri sep_dot bra_close 
Kokios yra oficialios Filipinų kalbos? <pad> DET AUX ADJ NOUN NOUN PUNCT <pad> nsubj cop amod nmod ROOT punct <pad> 2 2 2 2 1 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q928 wdt_P37 var_uri sep_dot bra_close 
菲律宾的官方语言是什么？ <pad> PROPN PART ADJ NOUN VERB PRON PUNCT <pad> nmod:assmod case amod nsubj cop ROOT punct <pad> 3 4 3 2 2 1 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q928 wdt_P37 var_uri sep_dot bra_close 
フィリピンの公用語は何ですか? <pad> PROPN ADP NOUN NOUN ADP PRON AUX PART PUNCT <pad> nmod case compound nsubj case ROOT cop mark punct <pad> 3 4 3 2 3 1 2 2 2 <pad>,SELECT DISTINCT var_uri WHERE bra_open wd_Q928 wdt_P37 var_uri sep_dot bra_close 
